loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_kepflag,pl_k2flag,pl_nnotes,st_teff,st_tefferr1,st_tefferr2,st_tefflim,pl_facility
2081,Kepler-167,c,Kepler-167 c,Transit,4,1,0,1,4890,50,-50,0,Kepler
2082,Kepler-167,d,Kepler-167 d,Transit,4,1,0,1,4890,50,-50,0,Kepler
2083,Kepler-167,e,Kepler-167 e,Transit,4,1,0,0,4890,50,-50,0,Kepler
2084,Kepler-168,b,Kepler-168 b,Transit,2,1,0,1,6282,200,-200,0,Kepler
2085,Kepler-168,c,Kepler-168 c,Transit,2,1,0,1,6282,200,-200,0,Kepler
2086,Kepler-169,b,Kepler-169 b,Transit,5,1,0,1,4997,100,-100,0,Kepler
2087,Kepler-169,c,Kepler-169 c,Transit,5,1,0,1,4997,100,-100,0,Kepler
2088,Kepler-169,d,Kepler-169 d,Transit,5,1,0,1,4997,100,-100,0,Kepler
2089,Kepler-169,e,Kepler-169 e,Transit,5,1,0,1,4997,100,-100,0,Kepler
2090,Kepler-169,f,Kepler-169 f,Transit,5,1,0,1,4997,100,-100,0,Kepler
2091,Kepler-17,b,Kepler-17 b,Transit,1,1,0,1,5781,85,-85,0,Kepler
2092,Kepler-170,b,Kepler-170 b,Transit,2,1,0,1,5679,57,-57,0,Kepler
2093,Kepler-170,c,Kepler-170 c,Transit,2,1,0,1,5679,57,-57,0,Kepler
2094,Kepler-171,b,Kepler-171 b,Transit,3,1,0,1,5642,200,-200,0,Kepler
2095,Kepler-171,c,Kepler-171 c,Transit,3,1,0,1,5642,200,-200,0,Kepler
2096,Kepler-171,d,Kepler-171 d,Transit,3,1,0,1,5642,200,-200,0,Kepler
2097,Kepler-172,b,Kepler-172 b,Transit,4,1,0,1,5526,100,-100,0,Kepler
2098,Kepler-172,c,Kepler-172 c,Transit,4,1,0,1,5526,100,-100,0,Kepler
2099,Kepler-172,d,Kepler-172 d,Transit,4,1,0,1,5526,100,-100,0,Kepler
2100,Kepler-172,e,Kepler-172 e,Transit,4,1,0,1,5526,100,-100,0,Kepler
2101,Kepler-173,b,Kepler-173 b,Transit,2,1,0,1,6031,200,-200,0,Kepler
2102,Kepler-173,c,Kepler-173 c,Transit,2,1,0,1,6031,200,-200,0,Kepler
2103,Kepler-174,b,Kepler-174 b,Transit,3,1,0,1,4880,126,-126,0,Kepler
2104,Kepler-174,c,Kepler-174 c,Transit,3,1,0,1,4880,126,-126,0,Kepler
2105,Kepler-174,d,Kepler-174 d,Transit,3,1,0,1,4880,126,-126,0,Kepler
2106,Kepler-175,b,Kepler-175 b,Transit,2,1,0,1,6064,200,-200,0,Kepler
2107,Kepler-175,c,Kepler-175 c,Transit,2,1,0,1,6064,200,-200,0,Kepler
2108,Kepler-176,b,Kepler-176 b,Transit,4,1,0,1,5232,200,-200,0,Kepler
2109,Kepler-176,c,Kepler-176 c,Transit,4,1,0,1,5232,200,-200,0,Kepler
2110,Kepler-176,d,Kepler-176 d,Transit,4,1,0,1,5232,200,-200,0,Kepler
2111,Kepler-176,e,Kepler-176 e,Transit,4,1,0,1,5232,200,-200,0,Kepler
2112,Kepler-177,b,Kepler-177 b,Transit,2,1,0,1,5942,,,0,Kepler
2113,Kepler-177,c,Kepler-177 c,Transit,2,1,0,1,5942,,,0,Kepler
2114,Kepler-178,b,Kepler-178 b,Transit,3,1,0,1,5676,200,-200,0,Kepler
2115,Kepler-178,c,Kepler-178 c,Transit,3,1,0,1,5676,200,-200,0,Kepler
2116,Kepler-178,d,Kepler-178 d,Transit,3,1,0,1,5676,200,-200,0,Kepler
2117,Kepler-179,b,Kepler-179 b,Transit,2,1,0,1,5302,200,-200,0,Kepler
2118,Kepler-179,c,Kepler-179 c,Transit,2,1,0,1,5302,200,-200,0,Kepler
2119,Kepler-18,b,Kepler-18 b,Transit,3,1,0,1,5345,100,-100,0,Kepler
2120,Kepler-18,c,Kepler-18 c,Transit,3,1,0,1,5345,100,-100,0,Kepler
2121,Kepler-18,d,Kepler-18 d,Transit,3,1,0,1,5345,100,-100,0,Kepler
2122,Kepler-180,b,Kepler-180 b,Transit,2,1,0,1,5731,200,-200,0,Kepler
2123,Kepler-180,c,Kepler-180 c,Transit,2,1,0,1,5731,200,-200,0,Kepler
2124,Kepler-181,b,Kepler-181 b,Transit,2,1,0,1,5333,200,-200,0,Kepler
2125,Kepler-181,c,Kepler-181 c,Transit,2,1,0,1,5333,200,-200,0,Kepler
2126,Kepler-182,b,Kepler-182 b,Transit,2,1,0,1,6250,200,-200,0,Kepler
2127,Kepler-182,c,Kepler-182 c,Transit,2,1,0,1,6250,200,-200,0,Kepler
2128,Kepler-183,b,Kepler-183 b,Transit,2,1,0,1,5888,200,-200,0,Kepler
2129,Kepler-183,c,Kepler-183 c,Transit,2,1,0,1,5888,200,-200,0,Kepler
2130,Kepler-184,b,Kepler-184 b,Transit,3,1,0,1,5788,200,-200,0,Kepler
2131,Kepler-184,c,Kepler-184 c,Transit,3,1,0,1,5788,200,-200,0,Kepler
2132,Kepler-184,d,Kepler-184 d,Transit,3,1,0,1,5788,200,-200,0,Kepler
2133,Kepler-185,b,Kepler-185 b,Transit,2,1,0,1,5208,200,-200,0,Kepler
2134,Kepler-185,c,Kepler-185 c,Transit,2,1,0,1,5208,200,-200,0,Kepler
2135,Kepler-186,b,Kepler-186 b,Transit,5,1,0,1,3755,90,-90,0,Kepler
2136,Kepler-186,c,Kepler-186 c,Transit,5,1,0,1,3755,90,-90,0,Kepler
2137,Kepler-186,d,Kepler-186 d,Transit,5,1,0,1,3755,90,-90,0,Kepler
2138,Kepler-186,e,Kepler-186 e,Transit,5,1,0,1,3755,90,-90,0,Kepler
2139,Kepler-186,f,Kepler-186 f,Transit,5,1,0,1,3755,90,-90,0,Kepler
2140,Kepler-187,b,Kepler-187 b,Transit,2,1,0,1,6105,129,-129,0,Kepler
2141,Kepler-187,c,Kepler-187 c,Transit,2,1,0,1,6105,129,-129,0,Kepler
2142,Kepler-188,b,Kepler-188 b,Transit,2,1,0,1,6021,200,-200,0,Kepler
2143,Kepler-188,c,Kepler-188 c,Transit,2,1,0,1,6021,200,-200,0,Kepler
2144,Kepler-189,b,Kepler-189 b,Transit,2,1,0,1,5235,200,-200,0,Kepler
2145,Kepler-189,c,Kepler-189 c,Transit,2,1,0,1,5235,200,-200,0,Kepler
2146,Kepler-19,b,Kepler-19 b,Transit,3,1,0,1,5544,20,-20,0,Kepler
2147,Kepler-19,c,Kepler-19 c,Transit Timing Variations,3,1,0,0,5544,20,-20,0,Kepler
2148,Kepler-19,d,Kepler-19 d,Radial Velocity,3,1,0,0,5544,20,-20,0,Roque de los Muchachos Observatory
2149,Kepler-190,b,Kepler-190 b,Transit,2,1,0,1,5106,100,-100,0,Kepler
2150,Kepler-190,c,Kepler-190 c,Transit,2,1,0,1,5106,100,-100,0,Kepler
2151,Kepler-191,b,Kepler-191 b,Transit,3,1,0,1,5282,200,-200,0,Kepler
2152,Kepler-191,c,Kepler-191 c,Transit,3,1,0,1,5282,200,-200,0,Kepler
2153,Kepler-191,d,Kepler-191 d,Transit,3,1,0,1,5282,200,-200,0,Kepler
2154,Kepler-192,b,Kepler-192 b,Transit,3,1,0,1,5479,100,-100,0,Kepler
2155,Kepler-192,c,Kepler-192 c,Transit,3,1,0,1,5479,100,-100,0,Kepler
2156,Kepler-192,d,Kepler-192 d,Transit,3,1,0,1,5479,100,-100,0,Kepler
2157,Kepler-193,b,Kepler-193 b,Transit,2,1,0,1,6335,200,-200,0,Kepler
2158,Kepler-193,c,Kepler-193 c,Transit,2,1,0,1,6335,200,-200,0,Kepler
2159,Kepler-194,b,Kepler-194 b,Transit,3,1,0,1,6089,200,-200,0,Kepler
2160,Kepler-194,c,Kepler-194 c,Transit,3,1,0,1,6089,200,-200,0,Kepler
2161,Kepler-194,d,Kepler-194 d,Transit,3,1,0,1,6089,200,-200,0,Kepler
2162,Kepler-195,b,Kepler-195 b,Transit,2,1,0,1,5329,200,-200,0,Kepler
2163,Kepler-195,c,Kepler-195 c,Transit,2,1,0,1,5329,200,-200,0,Kepler
2164,Kepler-196,b,Kepler-196 b,Transit,2,1,0,1,5128,100,-100,0,Kepler
2165,Kepler-196,c,Kepler-196 c,Transit,2,1,0,1,5128,100,-100,0,Kepler
2166,Kepler-197,b,Kepler-197 b,Transit,4,1,0,1,6004,102,-102,0,Kepler
2167,Kepler-197,c,Kepler-197 c,Transit,4,1,0,1,6004,102,-102,0,Kepler
2168,Kepler-197,d,Kepler-197 d,Transit,4,1,0,1,6004,102,-102,0,Kepler
2169,Kepler-197,e,Kepler-197 e,Transit,4,1,0,1,6004,102,-102,0,Kepler
2170,Kepler-198,b,Kepler-198 b,Transit,3,1,0,1,5574,100,-100,0,Kepler
2171,Kepler-198,c,Kepler-198 c,Transit,3,1,0,1,5574,100,-100,0,Kepler
2172,Kepler-198,d,Kepler-198 d,Transit,3,1,0,1,5574,100,-100,0,Kepler
2173,Kepler-199,b,Kepler-199 b,Transit,2,1,0,1,5644,117,-117,0,Kepler
2174,Kepler-199,c,Kepler-199 c,Transit,2,1,0,1,5644,117,-117,0,Kepler
2175,Kepler-20,b,Kepler-20 b,Transit,6,1,0,2,5495,50,-50,0,Kepler
2176,Kepler-20,c,Kepler-20 c,Transit,6,1,0,2,5495,50,-50,0,Kepler
2177,Kepler-20,d,Kepler-20 d,Transit,6,1,0,2,5495,50,-50,0,Kepler
2178,Kepler-20,e,Kepler-20 e,Transit,6,1,0,1,5495,50,-50,0,Kepler
2179,Kepler-20,f,Kepler-20 f,Transit,6,1,0,1,5495,50,-50,0,Kepler
2180,Kepler-20,g,Kepler-20 g,Radial Velocity,6,1,0,1,5495,50,-50,0,Multiple Observatories
2181,Kepler-200,b,Kepler-200 b,Transit,2,1,0,1,5678,100,-100,0,Kepler
2182,Kepler-200,c,Kepler-200 c,Transit,2,1,0,1,5678,100,-100,0,Kepler
2183,Kepler-201,b,Kepler-201 b,Transit,2,1,0,1,6065,117,-117,0,Kepler
2184,Kepler-201,c,Kepler-201 c,Transit,2,1,0,1,6065,117,-117,0,Kepler
2185,Kepler-202,b,Kepler-202 b,Transit,2,1,0,1,4668,100,-100,0,Kepler
2186,Kepler-202,c,Kepler-202 c,Transit,2,1,0,1,4668,100,-100,0,Kepler
2187,Kepler-203,b,Kepler-203 b,Transit,3,1,0,1,5821,100,-100,0,Kepler
2188,Kepler-203,c,Kepler-203 c,Transit,3,1,0,1,5821,100,-100,0,Kepler
2189,Kepler-203,d,Kepler-203 d,Transit,3,1,0,1,5821,100,-100,0,Kepler
2190,Kepler-204,b,Kepler-204 b,Transit,2,1,0,1,5812,100,-100,0,Kepler
2191,Kepler-204,c,Kepler-204 c,Transit,2,1,0,1,5812,100,-100,0,Kepler
2192,Kepler-205,b,Kepler-205 b,Transit,2,1,0,1,4321,100,-100,0,Kepler
2193,Kepler-205,c,Kepler-205 c,Transit,2,1,0,1,4321,100,-100,0,Kepler
2194,Kepler-206,b,Kepler-206 b,Transit,3,1,0,1,5764,100,-100,0,Kepler
2195,Kepler-206,c,Kepler-206 c,Transit,3,1,0,1,5764,100,-100,0,Kepler
2196,Kepler-206,d,Kepler-206 d,Transit,3,1,0,1,5764,100,-100,0,Kepler
2197,Kepler-207,b,Kepler-207 b,Transit,3,1,0,1,5920,116,-116,0,Kepler
2198,Kepler-207,c,Kepler-207 c,Transit,3,1,0,1,5920,116,-116,0,Kepler
2199,Kepler-207,d,Kepler-207 d,Transit,3,1,0,1,5920,116,-116,0,Kepler
2200,Kepler-208,b,Kepler-208 b,Transit,4,1,0,1,6092,100,-100,0,Kepler
2201,Kepler-208,c,Kepler-208 c,Transit,4,1,0,1,6092,100,-100,0,Kepler
2202,Kepler-208,d,Kepler-208 d,Transit,4,1,0,1,6092,100,-100,0,Kepler
2203,Kepler-208,e,Kepler-208 e,Transit,4,1,0,1,6092,100,-100,0,Kepler
2204,Kepler-209,b,Kepler-209 b,Transit,2,1,0,1,5513,100,-100,0,Kepler
2205,Kepler-209,c,Kepler-209 c,Transit,2,1,0,1,5513,100,-100,0,Kepler
2206,Kepler-21,b,Kepler-21 b,Transit,1,1,0,2,6305,50,-50,0,Kepler
2207,Kepler-210,b,Kepler-210 b,Transit,2,1,0,1,4559,100,-100,0,Kepler
2208,Kepler-210,c,Kepler-210 c,Transit,2,1,0,1,4559,100,-100,0,Kepler
2209,Kepler-211,b,Kepler-211 b,Transit,2,1,0,1,5123,100,-100,0,Kepler
2210,Kepler-211,c,Kepler-211 c,Transit,2,1,0,1,5123,100,-100,0,Kepler
2211,Kepler-212,b,Kepler-212 b,Transit,2,1,0,1,5852,100,-100,0,Kepler
2212,Kepler-212,c,Kepler-212 c,Transit,2,1,0,1,5852,100,-100,0,Kepler
2213,Kepler-213,b,Kepler-213 b,Transit,2,1,0,1,5696,100,-100,0,Kepler
2214,Kepler-213,c,Kepler-213 c,Transit,2,1,0,1,5696,100,-100,0,Kepler
2215,Kepler-214,b,Kepler-214 b,Transit,2,1,0,1,6169,100,-100,0,Kepler
2216,Kepler-214,c,Kepler-214 c,Transit,2,1,0,1,6169,100,-100,0,Kepler
2217,Kepler-215,b,Kepler-215 b,Transit,4,1,0,1,5739,164,-164,0,Kepler
2218,Kepler-215,c,Kepler-215 c,Transit,4,1,0,1,5739,164,-164,0,Kepler
2219,Kepler-215,d,Kepler-215 d,Transit,4,1,0,1,5739,164,-164,0,Kepler
2220,Kepler-215,e,Kepler-215 e,Transit,4,1,0,1,5739,164,-164,0,Kepler
2221,Kepler-216,b,Kepler-216 b,Transit,2,1,0,1,6091,120,-120,0,Kepler
2222,Kepler-216,c,Kepler-216 c,Transit,2,1,0,1,6091,120,-120,0,Kepler
2223,Kepler-217,b,Kepler-217 b,Transit,3,1,0,1,6171,109,-109,0,Kepler
2224,Kepler-217,c,Kepler-217 c,Transit,3,1,0,1,6171,109,-109,0,Kepler
2225,Kepler-217,d,Kepler-217 d,Transit,3,1,0,1,6171,109,-109,0,Kepler
2226,Kepler-218,b,Kepler-218 b,Transit,3,1,0,1,5502,74,-74,0,Kepler
2227,Kepler-218,c,Kepler-218 c,Transit,3,1,0,1,5502,74,-74,0,Kepler
2228,Kepler-218,d,Kepler-218 d,Transit,3,1,0,1,5502,74,-74,0,Kepler
2229,Kepler-219,b,Kepler-219 b,Transit,3,1,0,1,5786,100,-100,0,Kepler
2230,Kepler-219,c,Kepler-219 c,Transit,3,1,0,1,5786,100,-100,0,Kepler
2231,Kepler-219,d,Kepler-219 d,Transit,3,1,0,1,5786,100,-100,0,Kepler
2232,Kepler-22,b,Kepler-22 b,Transit,1,1,0,1,5518,44,-44,0,Kepler
2233,Kepler-220,b,Kepler-220 b,Transit,4,1,0,1,4632,100,-100,0,Kepler
2234,Kepler-220,c,Kepler-220 c,Transit,4,1,0,1,4632,100,-100,0,Kepler
2235,Kepler-220,d,Kepler-220 d,Transit,4,1,0,1,4632,100,-100,0,Kepler
2236,Kepler-220,e,Kepler-220 e,Transit,4,1,0,1,4632,100,-100,0,Kepler
2237,Kepler-221,b,Kepler-221 b,Transit,4,1,0,1,5243,100,-100,0,Kepler
2238,Kepler-221,c,Kepler-221 c,Transit,4,1,0,1,5243,100,-100,0,Kepler
2239,Kepler-221,d,Kepler-221 d,Transit,4,1,0,1,5243,100,-100,0,Kepler
2240,Kepler-221,e,Kepler-221 e,Transit,4,1,0,1,5243,100,-100,0,Kepler
2241,Kepler-222,b,Kepler-222 b,Transit,3,1,0,1,5433,200,-200,0,Kepler
2242,Kepler-222,c,Kepler-222 c,Transit,3,1,0,1,5433,200,-200,0,Kepler
2243,Kepler-222,d,Kepler-222 d,Transit,3,1,0,1,5433,200,-200,0,Kepler
2244,Kepler-223,b,Kepler-223 b,Transit,4,1,0,1,,,,,Kepler
2245,Kepler-223,c,Kepler-223 c,Transit,4,1,0,1,,,,,Kepler
2246,Kepler-223,d,Kepler-223 d,Transit,4,1,0,1,,,,,Kepler
2247,Kepler-223,e,Kepler-223 e,Transit,4,1,0,1,,,,,Kepler
2248,Kepler-224,b,Kepler-224 b,Transit,4,1,0,1,5018,100,-100,0,Kepler
2249,Kepler-224,c,Kepler-224 c,Transit,4,1,0,1,5018,100,-100,0,Kepler
2250,Kepler-224,d,Kepler-224 d,Transit,4,1,0,1,5018,100,-100,0,Kepler
2251,Kepler-224,e,Kepler-224 e,Transit,4,1,0,1,5018,100,-100,0,Kepler
2252,Kepler-225,b,Kepler-225 b,Transit,2,1,0,1,3682,150,-150,0,Kepler
2253,Kepler-225,c,Kepler-225 c,Transit,2,1,0,1,3682,150,-150,0,Kepler
2254,Kepler-226,b,Kepler-226 b,Transit,3,1,0,1,5571,200,-200,0,Kepler
2255,Kepler-226,c,Kepler-226 c,Transit,3,1,0,1,5571,200,-200,0,Kepler
2256,Kepler-226,d,Kepler-226 d,Transit,3,1,0,1,5571,200,-200,0,Kepler
2257,Kepler-227,b,Kepler-227 b,Transit,2,1,0,1,5854,200,-200,0,Kepler
2258,Kepler-227,c,Kepler-227 c,Transit,2,1,0,1,5854,200,-200,0,Kepler
2259,Kepler-228,b,Kepler-228 b,Transit,3,1,0,1,6043,200,-200,0,Kepler
2260,Kepler-228,c,Kepler-228 c,Transit,3,1,0,1,6043,200,-200,0,Kepler
2261,Kepler-228,d,Kepler-228 d,Transit,3,1,0,1,6043,200,-200,0,Kepler
2262,Kepler-229,b,Kepler-229 b,Transit,3,1,0,1,5120,200,-200,0,Kepler
2263,Kepler-229,c,Kepler-229 c,Transit,3,1,0,1,5120,200,-200,0,Kepler
2264,Kepler-229,d,Kepler-229 d,Transit,3,1,0,1,5120,200,-200,0,Kepler
2265,Kepler-23,b,Kepler-23 b,Transit,3,1,0,1,5828,100,-100,0,Kepler
2266,Kepler-23,c,Kepler-23 c,Transit,3,1,0,1,5828,100,-100,0,Kepler
2267,Kepler-23,d,Kepler-23 d,Transit,3,1,0,1,5828,100,-100,0,Kepler
2268,Kepler-230,b,Kepler-230 b,Transit,2,1,0,1,5588,200,-200,0,Kepler
2269,Kepler-230,c,Kepler-230 c,Transit,2,1,0,1,5588,200,-200,0,Kepler
2270,Kepler-231,b,Kepler-231 b,Transit,2,1,0,1,3767,150,-150,0,Kepler
2271,Kepler-231,c,Kepler-231 c,Transit,2,1,0,1,3767,150,-150,0,Kepler
2272,Kepler-232,b,Kepler-232 b,Transit,2,1,0,1,5847,200,-200,0,Kepler
2273,Kepler-232,c,Kepler-232 c,Transit,2,1,0,1,5847,200,-200,0,Kepler
2274,Kepler-233,b,Kepler-233 b,Transit,2,1,0,1,5360,200,-200,0,Kepler
2275,Kepler-233,c,Kepler-233 c,Transit,2,1,0,1,5360,200,-200,0,Kepler
2276,Kepler-234,b,Kepler-234 b,Transit,2,1,0,1,6224,200,-200,0,Kepler
2277,Kepler-234,c,Kepler-234 c,Transit,2,1,0,1,6224,200,-200,0,Kepler
2278,Kepler-235,b,Kepler-235 b,Transit,4,1,0,1,4255,100,-100,0,Kepler
2279,Kepler-235,c,Kepler-235 c,Transit,4,1,0,1,4255,100,-100,0,Kepler
2280,Kepler-235,d,Kepler-235 d,Transit,4,1,0,1,4255,100,-100,0,Kepler
2281,Kepler-235,e,Kepler-235 e,Transit,4,1,0,1,4255,100,-100,0,Kepler
2282,Kepler-236,b,Kepler-236 b,Transit,2,1,0,1,3750,150,-150,0,Kepler
2283,Kepler-236,c,Kepler-236 c,Transit,2,1,0,1,3750,150,-150,0,Kepler
2284,Kepler-237,b,Kepler-237 b,Transit,2,1,0,1,4861,200,-200,0,Kepler
2285,Kepler-237,c,Kepler-237 c,Transit,2,1,0,1,4861,200,-200,0,Kepler
2286,Kepler-238,b,Kepler-238 b,Transit,5,1,0,1,5751,100,-100,0,Kepler
2287,Kepler-238,c,Kepler-238 c,Transit,5,1,0,1,5751,100,-100,0,Kepler
2288,Kepler-238,d,Kepler-238 d,Transit,5,1,0,1,5751,100,-100,0,Kepler
2289,Kepler-238,e,Kepler-238 e,Transit,5,1,0,1,5751,100,-100,0,Kepler
2290,Kepler-238,f,Kepler-238 f,Transit,5,1,0,1,5751,100,-100,0,Kepler
2291,Kepler-239,b,Kepler-239 b,Transit,2,1,0,1,4914,100,-100,0,Kepler
2292,Kepler-239,c,Kepler-239 c,Transit,2,1,0,1,4914,100,-100,0,Kepler
2293,Kepler-24,b,Kepler-24 b,Transit,4,1,0,1,5897,219,-219,0,Kepler
2294,Kepler-24,c,Kepler-24 c,Transit,4,1,0,1,5897,219,-219,0,Kepler
2295,Kepler-24,d,Kepler-24 d,Transit,4,1,0,1,5897,219,-219,0,Kepler
2296,Kepler-24,e,Kepler-24 e,Transit,4,1,0,1,5897,219,-219,0,Kepler
2297,Kepler-240,b,Kepler-240 b,Transit,2,1,0,1,4985,200,-200,0,Kepler
2298,Kepler-240,c,Kepler-240 c,Transit,2,1,0,1,4985,200,-200,0,Kepler
2299,Kepler-241,b,Kepler-241 b,Transit,2,1,0,1,4699,200,-200,0,Kepler
2300,Kepler-241,c,Kepler-241 c,Transit,2,1,0,1,4699,200,-200,0,Kepler
2301,Kepler-242,b,Kepler-242 b,Transit,2,1,0,1,5020,200,-200,0,Kepler
2302,Kepler-242,c,Kepler-242 c,Transit,2,1,0,1,5020,200,-200,0,Kepler
2303,Kepler-243,b,Kepler-243 b,Transit,2,1,0,1,5228,200,-200,0,Kepler
2304,Kepler-243,c,Kepler-243 c,Transit,2,1,0,1,5228,200,-200,0,Kepler
2305,Kepler-244,b,Kepler-244 b,Transit,3,1,0,1,5554,200,-200,0,Kepler
2306,Kepler-244,c,Kepler-244 c,Transit,3,1,0,1,5554,200,-200,0,Kepler
2307,Kepler-244,d,Kepler-244 d,Transit,3,1,0,1,5554,200,-200,0,Kepler
2308,Kepler-245,b,Kepler-245 b,Transit,4,1,0,1,5100,100,-100,0,Kepler
2309,Kepler-245,c,Kepler-245 c,Transit,4,1,0,1,5100,100,-100,0,Kepler
2310,Kepler-245,d,Kepler-245 d,Transit,4,1,0,1,5100,100,-100,0,Kepler
2311,Kepler-245,e,Kepler-245 e,Transit,4,1,0,1,5100,100,-100,0,Kepler
2312,Kepler-246,b,Kepler-246 b,Transit,2,1,0,1,5206,200,-200,0,Kepler
2313,Kepler-246,c,Kepler-246 c,Transit,2,1,0,1,5206,200,-200,0,Kepler
2314,Kepler-247,b,Kepler-247 b,Transit,3,1,0,1,5100,200,-200,0,Kepler
2315,Kepler-247,c,Kepler-247 c,Transit,3,1,0,1,5100,200,-200,0,Kepler
2316,Kepler-247,d,Kepler-247 d,Transit,3,1,0,1,5100,200,-200,0,Kepler
2317,Kepler-248,b,Kepler-248 b,Transit,2,1,0,1,5190,161,-161,0,Kepler
2318,Kepler-248,c,Kepler-248 c,Transit,2,1,0,1,5190,161,-161,0,Kepler
2319,Kepler-249,b,Kepler-249 b,Transit,3,1,0,1,3568,150,-150,0,Kepler
2320,Kepler-249,c,Kepler-249 c,Transit,3,1,0,1,3568,150,-150,0,Kepler
2321,Kepler-249,d,Kepler-249 d,Transit,3,1,0,1,3568,150,-150,0,Kepler
2322,Kepler-25,b,Kepler-25 b,Transit,3,1,0,1,6270,79,-79,0,Kepler
2323,Kepler-25,c,Kepler-25 c,Transit,3,1,0,1,6270,79,-79,0,Kepler
2324,Kepler-25,d,Kepler-25 d,Radial Velocity,3,1,0,0,6270,79,-79,0,W. M. Keck Observatory
2325,Kepler-250,b,Kepler-250 b,Transit,3,1,0,1,5160,200,-200,0,Kepler
2326,Kepler-250,c,Kepler-250 c,Transit,3,1,0,1,5160,200,-200,0,Kepler
2327,Kepler-250,d,Kepler-250 d,Transit,3,1,0,1,5160,200,-200,0,Kepler
2328,Kepler-251,b,Kepler-251 b,Transit,4,1,0,1,5526,100,-100,0,Kepler
2329,Kepler-251,c,Kepler-251 c,Transit,4,1,0,1,5526,100,-100,0,Kepler
2330,Kepler-251,d,Kepler-251 d,Transit,4,1,0,1,5526,100,-100,0,Kepler
2331,Kepler-251,e,Kepler-251 e,Transit,4,1,0,1,5526,100,-100,0,Kepler
2332,Kepler-252,b,Kepler-252 b,Transit,2,1,0,1,4208,150,-150,0,Kepler
2333,Kepler-252,c,Kepler-252 c,Transit,2,1,0,1,4208,150,-150,0,Kepler
2334,Kepler-253,b,Kepler-253 b,Transit,3,1,0,1,5208,200,-200,0,Kepler
2335,Kepler-253,c,Kepler-253 c,Transit,3,1,0,1,5208,200,-200,0,Kepler
2336,Kepler-253,d,Kepler-253 d,Transit,3,1,0,1,5208,200,-200,0,Kepler
2337,Kepler-254,b,Kepler-254 b,Transit,3,1,0,1,5957,200,-200,0,Kepler
2338,Kepler-254,c,Kepler-254 c,Transit,3,1,0,1,5957,200,-200,0,Kepler
2339,Kepler-254,d,Kepler-254 d,Transit,3,1,0,1,5957,200,-200,0,Kepler
2340,Kepler-255,b,Kepler-255 b,Transit,3,1,0,1,5573,200,-200,0,Kepler
2341,Kepler-255,c,Kepler-255 c,Transit,3,1,0,1,5573,200,-200,0,Kepler
2342,Kepler-255,d,Kepler-255 d,Transit,3,1,0,1,5573,200,-200,0,Kepler
2343,Kepler-256,b,Kepler-256 b,Transit,4,1,0,1,5551,111,-111,0,Kepler
2344,Kepler-256,c,Kepler-256 c,Transit,4,1,0,1,5551,111,-111,0,Kepler
2345,Kepler-256,d,Kepler-256 d,Transit,4,1,0,1,5551,111,-111,0,Kepler
2346,Kepler-256,e,Kepler-256 e,Transit,4,1,0,1,5551,111,-111,0,Kepler
2347,Kepler-257,b,Kepler-257 b,Transit,3,1,0,1,5180,200,-200,0,Kepler
2348,Kepler-257,c,Kepler-257 c,Transit,3,1,0,1,5180,200,-200,0,Kepler
2349,Kepler-257,d,Kepler-257 d,Transit,3,1,0,1,5180,200,-200,0,Kepler
2350,Kepler-258,b,Kepler-258 b,Transit,2,1,0,1,4942,200,-200,0,Kepler
2351,Kepler-258,c,Kepler-258 c,Transit,2,1,0,1,4942,200,-200,0,Kepler
2352,Kepler-259,b,Kepler-259 b,Transit,2,1,0,1,5938,200,-200,0,Kepler
2353,Kepler-259,c,Kepler-259 c,Transit,2,1,0,1,5938,200,-200,0,Kepler
2354,Kepler-26,b,Kepler-26 b,Transit,4,1,0,2,3914,119,-119,0,Kepler
2355,Kepler-26,c,Kepler-26 c,Transit,4,1,0,2,3914,119,-119,0,Kepler
2356,Kepler-26,d,Kepler-26 d,Transit,4,1,0,1,3914,119,-119,0,Kepler
2357,Kepler-26,e,Kepler-26 e,Transit,4,1,0,1,3914,119,-119,0,Kepler
2358,Kepler-260,b,Kepler-260 b,Transit,2,1,0,1,5250,257,-257,0,Kepler
2359,Kepler-260,c,Kepler-260 c,Transit,2,1,0,1,5250,257,-257,0,Kepler
2360,Kepler-261,b,Kepler-261 b,Transit,2,1,0,1,5098,100,-100,0,Kepler
2361,Kepler-261,c,Kepler-261 c,Transit,2,1,0,1,5098,100,-100,0,Kepler
2362,Kepler-262,b,Kepler-262 b,Transit,2,1,0,1,5841,200,-200,0,Kepler
2363,Kepler-262,c,Kepler-262 c,Transit,2,1,0,1,5841,200,-200,0,Kepler
2364,Kepler-263,b,Kepler-263 b,Transit,2,1,0,1,5265,200,-200,0,Kepler
2365,Kepler-263,c,Kepler-263 c,Transit,2,1,0,1,5265,200,-200,0,Kepler
2366,Kepler-264,b,Kepler-264 b,Transit,2,1,0,1,6158,100,-100,0,Kepler
2367,Kepler-264,c,Kepler-264 c,Transit,2,1,0,1,6158,100,-100,0,Kepler
2368,Kepler-265,b,Kepler-265 b,Transit,4,1,0,1,5835,118,-118,0,Kepler
2369,Kepler-265,c,Kepler-265 c,Transit,4,1,0,1,5835,118,-118,0,Kepler
